Data Source,Time,Value
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:33:41.047028,5133
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:34:41.054001,5366
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:35:41.060028,5492
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:36:41.035003,5477
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:37:41.042023,5303
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:38:41.050003,5398
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:39:41.039001,5602
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:40:41.04602,5303
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:41:41.052002,5224
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:42:41.058029,5634
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:43:41.050003,5117
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:44:41.055008,5339
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:45:41.06102,5228
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:46:41.052002,5575
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:47:41.045028,6158
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:48:41.052002,5953
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:49:41.04303,5370
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:50:41.032028,5623
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:51:41.055008,5543
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:52:41.045028,5591
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:53:41.052002,5368
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:54:41.04303,5478
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:55:41.049011,5351
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:56:41.056015,5353
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:57:41.04602,5668
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:58:41.053009,5037
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 20:59:41.059021,5463
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:00:41.034012,5147
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:01:41.057022,5069
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:02:41.048004,5053
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:03:41.03801,5135
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:04:41.044022,4915
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:05:41.050003,5026
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:06:41.040008,5278
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:07:41.050003,5058
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:08:41.056015,4869
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:09:41.047028,5624
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:10:41.037002,4994
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:11:41.044022,5389
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:12:41.050003,5166
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:13:41.056015,5053
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:14:41.047028,5432
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:15:41.052002,4990
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:16:41.060028,5196
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:17:41.052002,4942
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:18:41.042023,5101
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:19:41.048004,5070
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:20:41.039001,5290
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:21:41.04602,5195
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:22:41.052002,5259
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:23:41.042023,5354
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:24:41.048004,4963
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:25:41.055008,4727
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:26:41.04602,5137
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:27:41.037002,4759
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:28:41.04303,5216
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:29:41.050003,5452
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:30:41.056015,5247
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:31:41.031021,5090
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:32:41.037002,5058
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:33:41.059021,4536
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:34:41.034012,4867
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:35:41.056015,4662
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:36:41.031021,4694
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:37:41.040008,4898
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:38:41.047028,5024
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:39:41.053009,4883
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:40:41.060028,4615
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:41:41.035003,4489
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:42:41.040008,4993
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:43:41.047028,4601
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:44:41.053009,4807
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:45:41.044022,4838
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:46:41.049011,4979
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:47:41.042023,4838
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:48:41.034012,4964
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:49:41.055008,5247
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:50:41.045028,4854
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:51:41.036011,5153
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:52:41.042023,5200
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:53:41.034012,5102
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:54:41.055008,5385
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:55:41.062027,5637
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:56:41.036011,5259
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:57:41.06102,5210
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:58:41.036011,4786
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 21:59:41.04303,4897
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:00:41.049011,4313
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:01:41.040008,4185
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:02:41.06102,4028
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:03:41.052002,3854
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:04:41.04303,3901
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:05:41.049011,3853
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:06:41.055008,3743
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:07:41.030029,3822
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:08:41.052002,3791
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:09:41.059021,3885
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:10:41.034012,4169
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:11:41.056015,3932
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:12:41.04602,4248
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:13:41.054001,4517
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:14:41.059021,4509
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:15:41.050003,4595
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:16:41.041016,4550
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:17:41.049011,4258
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:18:41.040008,4124
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:19:41.047028,4187
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:20:41.036011,4218
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:21:41.044022,3888
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:22:41.034012,4219
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:23:41.041016,4367
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:24:41.047028,3794
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:25:41.036011,3716
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:26:41.059021,3669
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:27:41.036011,3700
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:28:41.058029,3716
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:29:41.032028,3921
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:30:41.039001,3621
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:31:41.045028,3637
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:32:41.036011,3952
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:33:41.04303,3903
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:34:41.049011,4152
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:35:41.039001,4309
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:36:41.062027,4435
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:37:41.03801,3868
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:38:41.060028,4041
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:39:41.05101,4292
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:40:41.057022,3576
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:41:41.048004,3243
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:42:41.069,3544
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:43:41.060028,3886
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:44:41.05101,4133
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:45:41.057022,3795
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:46:41.048004,4220
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:47:41.040008,4133
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:48:41.047028,4047
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:49:41.053009,3542
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:50:41.045028,3636
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:51:41.034012,3653
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:52:41.042023,3637
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:53:41.032028,4087
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:54:41.03801,3682
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:55:41.06102,4203
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:56:41.05101,4028
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:57:41.042023,4471
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:58:41.033005,3935
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 22:59:41.039001,4407
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:00:41.06102,3855
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:01:41.052002,3265
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:02:41.042023,3398
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:03:41.033005,3292
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:04:41.055008,3149
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:05:41.06102,3260
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:06:41.036011,3260
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:07:41.045028,3229
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:08:41.052002,3197
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:09:41.416016,3276
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:10:41.049011,3102
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:11:41.039001,3276
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:12:41.06102,3103
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:13:41.052002,3228
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:14:41.058029,3558
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:15:41.049011,3857
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:16:41.054001,3447
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:17:41.078018,3013
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:18:41.054001,2886
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:19:41.044022,2934
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:20:41.050003,3045
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:21:41.041016,3108
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:22:41.032028,3306
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:23:41.069,3370
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:24:41.060028,3655
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:25:41.050003,3497
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:26:41.041016,3197
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:27:41.049011,3513
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:28:41.041016,3545
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:29:41.032028,3292
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:30:41.03801,3749
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:31:41.044022,3608
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:32:41.034012,3386
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:33:41.057022,3496
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:34:41.048004,3343
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:35:41.03801,3357
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:36:41.060028,3618
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:37:41.035003,3201
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:38:41.07402,3760
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:39:41.033005,3539
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:40:41.055008,3562
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:41:41.06102,3390
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:42:41.037002,3484
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:43:41.042023,4124
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:44:41.033005,3967
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:45:41.040008,4249
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:46:41.06102,3572
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:47:41.03801,3603
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:48:41.091018,3588
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:49:41.035003,3525
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:50:41.057022,3635
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:51:41.047028,3966
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:52:41.054001,3571
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:53:41.044022,3118
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:54:41.035003,3276
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:55:41.041016,3228
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:56:41.048004,3702
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:57:41.041016,3250
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:58:41.048004,3403
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-07 23:59:41.054001,3337
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:00:41.059021,3307
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:01:41.050003,3039
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:02:41.042023,3418
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:03:41.048004,3090
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:04:41.054001,2824
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:05:41.044022,2871
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:06:41.035003,2415
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:07:41.058029,2982
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:08:41.048004,3187
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:09:41.054001,3077
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:10:41.045028,3092
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:11:41.05101,3155
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:12:41.058029,2998
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:13:41.034012,3232
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:14:41.055008,3248
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:15:41.06102,3121
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:16:41.052002,3727
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:17:41.06102,3342
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:18:41.05101,3343
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:19:41.057022,3294
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:20:41.049011,3390
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:21:41.055008,3326
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:22:41.04602,3310
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:23:41.036011,3074
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:24:41.042023,2774
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:25:41.049011,2625
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:26:41.03801,3263
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:27:41.047028,2948
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:28:41.053009,3389
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:29:41.044022,3696
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:30:41.05101,3634
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:31:41.042023,3547
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:32:41.031021,3121
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:33:41.053009,3155
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:34:41.044022,2983
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:35:41.036011,3028
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:36:41.057022,2619
\\FMGTAP012\UMD EEM Database\L01 - UMCP|Pepco Campus Import,2018-12-08 00:37:41.050003,3211
