date,value,flag
Sat Jun 23 2018 22:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sat Jun 23 2018 23:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sat Jun 23 2018 23:00:00 GMT-0400 (Eastern Daylight Time),231,
Sat Jun 23 2018 23:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sat Jun 23 2018 23:15:00 GMT-0400 (Eastern Daylight Time),79,
Sat Jun 23 2018 23:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sat Jun 23 2018 23:30:00 GMT-0400 (Eastern Daylight Time),425,
Sat Jun 23 2018 23:45:00 GMT-0400 (Eastern Daylight Time),0,
Sat Jun 23 2018 23:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 00:15:00 GMT-0400 (Eastern Daylight Time),876,
Sun Jun 24 2018 00:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 00:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 00:30:00 GMT-0400 (Eastern Daylight Time),98,
Sun Jun 24 2018 00:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 00:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 01:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 01:00:00 GMT-0400 (Eastern Daylight Time),610,
Sun Jun 24 2018 01:15:00 GMT-0400 (Eastern Daylight Time),509,
Sun Jun 24 2018 01:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 01:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 01:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 01:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 01:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 02:00:00 GMT-0400 (Eastern Daylight Time),823,
Sun Jun 24 2018 02:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 02:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 02:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 02:30:00 GMT-0400 (Eastern Daylight Time),604,
Sun Jun 24 2018 02:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 02:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 02:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 03:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 03:00:00 GMT-0400 (Eastern Daylight Time),709,
Sun Jun 24 2018 03:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 03:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 03:30:00 GMT-0400 (Eastern Daylight Time),616,
Sun Jun 24 2018 03:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 03:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 03:45:00 GMT-0400 (Eastern Daylight Time),321,
Sun Jun 24 2018 04:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 04:00:00 GMT-0400 (Eastern Daylight Time),305,
Sun Jun 24 2018 04:15:00 GMT-0400 (Eastern Daylight Time),321,
Sun Jun 24 2018 04:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 04:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 04:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 04:45:00 GMT-0400 (Eastern Daylight Time),656,
Sun Jun 24 2018 04:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 05:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 05:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 05:15:00 GMT-0400 (Eastern Daylight Time),574,
Sun Jun 24 2018 05:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 05:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 05:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 05:45:00 GMT-0400 (Eastern Daylight Time),892,
Sun Jun 24 2018 05:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 06:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 06:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 06:15:00 GMT-0400 (Eastern Daylight Time),817,
Sun Jun 24 2018 06:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 06:30:00 GMT-0400 (Eastern Daylight Time),260,
Sun Jun 24 2018 06:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 06:45:00 GMT-0400 (Eastern Daylight Time),499,
Sun Jun 24 2018 06:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 07:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 07:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 07:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 07:15:00 GMT-0400 (Eastern Daylight Time),782,
Sun Jun 24 2018 07:30:00 GMT-0400 (Eastern Daylight Time),292,
Sun Jun 24 2018 07:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 07:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 07:45:00 GMT-0400 (Eastern Daylight Time),565,
Sun Jun 24 2018 08:00:00 GMT-0400 (Eastern Daylight Time),416,
Sun Jun 24 2018 08:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 08:15:00 GMT-0400 (Eastern Daylight Time),148,
Sun Jun 24 2018 08:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 08:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 08:30:00 GMT-0400 (Eastern Daylight Time),713,
Sun Jun 24 2018 08:45:00 GMT-0400 (Eastern Daylight Time),416,
Sun Jun 24 2018 08:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 09:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 09:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 09:15:00 GMT-0400 (Eastern Daylight Time),868,
Sun Jun 24 2018 09:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 09:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 09:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 09:45:00 GMT-0400 (Eastern Daylight Time),873,
Sun Jun 24 2018 09:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 10:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 10:00:00 GMT-0400 (Eastern Daylight Time),308,
Sun Jun 24 2018 10:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 10:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 10:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 10:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 10:45:00 GMT-0400 (Eastern Daylight Time),1539,
Sun Jun 24 2018 10:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 11:00:00 GMT-0400 (Eastern Daylight Time),140,
Sun Jun 24 2018 11:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 11:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 11:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 11:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 11:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 11:45:00 GMT-0400 (Eastern Daylight Time),1493,
Sun Jun 24 2018 11:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 12:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 12:00:00 GMT-0400 (Eastern Daylight Time),297,
Sun Jun 24 2018 12:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 12:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 12:30:00 GMT-0400 (Eastern Daylight Time),934,
Sun Jun 24 2018 12:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 12:45:00 GMT-0400 (Eastern Daylight Time),637,
Sun Jun 24 2018 12:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 13:00:00 GMT-0400 (Eastern Daylight Time),464,
Sun Jun 24 2018 13:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 13:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 13:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 13:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 13:30:00 GMT-0400 (Eastern Daylight Time),1119,
Sun Jun 24 2018 13:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 13:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 14:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 14:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 14:15:00 GMT-0400 (Eastern Daylight Time),1348,
Sun Jun 24 2018 14:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 14:30:00 GMT-0400 (Eastern Daylight Time),297,
Sun Jun 24 2018 14:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 14:45:00 GMT-0400 (Eastern Daylight Time),600,
Sun Jun 24 2018 14:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 15:00:00 GMT-0400 (Eastern Daylight Time),443,
Sun Jun 24 2018 15:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 15:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 15:15:00 GMT-0400 (Eastern Daylight Time),301,
Sun Jun 24 2018 15:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 15:30:00 GMT-0400 (Eastern Daylight Time),276,
Sun Jun 24 2018 15:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 15:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 16:00:00 GMT-0400 (Eastern Daylight Time),988,
Sun Jun 24 2018 16:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 16:15:00 GMT-0400 (Eastern Daylight Time),322.33015188388526,
Sun Jun 24 2018 16:15:00 GMT-0400 (Eastern Daylight Time),545,
Sun Jun 24 2018 16:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 16:30:00 GMT-0400 (Eastern Daylight Time),384,
Sun Jun 24 2018 16:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 16:45:00 GMT-0400 (Eastern Daylight Time),356,
Sun Jun 24 2018 17:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 17:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 17:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 17:15:00 GMT-0400 (Eastern Daylight Time),624,
Sun Jun 24 2018 17:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 17:30:00 GMT-0400 (Eastern Daylight Time),207,
Sun Jun 24 2018 17:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 17:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 18:00:00 GMT-0400 (Eastern Daylight Time),779,
Sun Jun 24 2018 18:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 18:15:00 GMT-0400 (Eastern Daylight Time),184,
Sun Jun 24 2018 18:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 18:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 18:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 18:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 18:45:00 GMT-0400 (Eastern Daylight Time),643,
Sun Jun 24 2018 19:00:00 GMT-0400 (Eastern Daylight Time),87,
Sun Jun 24 2018 19:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 19:15:00 GMT-0400 (Eastern Daylight Time),372,
Sun Jun 24 2018 19:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 19:30:00 GMT-0400 (Eastern Daylight Time),359,
Sun Jun 24 2018 19:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 19:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 19:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 20:00:00 GMT-0400 (Eastern Daylight Time),539,
Sun Jun 24 2018 20:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 20:15:00 GMT-0400 (Eastern Daylight Time),247,
Sun Jun 24 2018 20:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 20:30:00 GMT-0400 (Eastern Daylight Time),179,
Sun Jun 24 2018 20:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 20:45:00 GMT-0400 (Eastern Daylight Time),253,
Sun Jun 24 2018 20:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 21:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 21:00:00 GMT-0400 (Eastern Daylight Time),168,
Sun Jun 24 2018 21:15:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 21:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 21:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 21:30:00 GMT-0400 (Eastern Daylight Time),630,
Sun Jun 24 2018 21:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 21:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 22:00:00 GMT-0400 (Eastern Daylight Time),695,
Sun Jun 24 2018 22:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 22:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 22:15:00 GMT-0400 (Eastern Daylight Time),96,
Sun Jun 24 2018 22:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 22:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 22:45:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 22:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 23:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 23:00:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 23:15:00 GMT-0400 (Eastern Daylight Time),1246,
Sun Jun 24 2018 23:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 23:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 23:30:00 GMT-0400 (Eastern Daylight Time),0,
Sun Jun 24 2018 23:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Sun Jun 24 2018 23:45:00 GMT-0400 (Eastern Daylight Time),858,
Mon Jun 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),240,
Mon Jun 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 00:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 00:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 00:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 00:30:00 GMT-0400 (Eastern Daylight Time),778,
Mon Jun 25 2018 00:45:00 GMT-0400 (Eastern Daylight Time),251,
Mon Jun 25 2018 00:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 01:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 01:00:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 01:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 01:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 01:30:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 01:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 01:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 01:45:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 02:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 02:00:00 GMT-0400 (Eastern Daylight Time),1711,
Mon Jun 25 2018 02:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 02:15:00 GMT-0400 (Eastern Daylight Time),210,
Mon Jun 25 2018 02:30:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 02:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 02:45:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 02:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 03:00:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 03:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 03:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 03:15:00 GMT-0400 (Eastern Daylight Time),1145,
Mon Jun 25 2018 03:30:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 03:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 03:45:00 GMT-0400 (Eastern Daylight Time),440,
Mon Jun 25 2018 03:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 04:00:00 GMT-0400 (Eastern Daylight Time),369,
Mon Jun 25 2018 04:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 04:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 04:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 04:30:00 GMT-0400 (Eastern Daylight Time),473,
Mon Jun 25 2018 04:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 04:45:00 GMT-0400 (Eastern Daylight Time),451,
Mon Jun 25 2018 04:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 05:00:00 GMT-0400 (Eastern Daylight Time),99,
Mon Jun 25 2018 05:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 05:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 05:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 05:30:00 GMT-0400 (Eastern Daylight Time),696,
Mon Jun 25 2018 05:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 05:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 05:45:00 GMT-0400 (Eastern Daylight Time),434,
Mon Jun 25 2018 06:00:00 GMT-0400 (Eastern Daylight Time),223,
Mon Jun 25 2018 06:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 06:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 06:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 06:30:00 GMT-0400 (Eastern Daylight Time),741,
Mon Jun 25 2018 06:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 06:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 06:45:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 07:00:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 07:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 07:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 07:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 07:30:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 07:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 07:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 07:45:00 GMT-0400 (Eastern Daylight Time),2006,
Mon Jun 25 2018 08:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 08:00:00 GMT-0400 (Eastern Daylight Time),771,
Mon Jun 25 2018 08:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 08:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 08:30:00 GMT-0400 (Eastern Daylight Time),742,
Mon Jun 25 2018 08:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 08:45:00 GMT-0400 (Eastern Daylight Time),290,
Mon Jun 25 2018 08:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 09:00:00 GMT-0400 (Eastern Daylight Time),687,
Mon Jun 25 2018 09:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 09:15:00 GMT-0400 (Eastern Daylight Time),162,
Mon Jun 25 2018 09:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 09:30:00 GMT-0400 (Eastern Daylight Time),840,
Mon Jun 25 2018 09:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 09:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 09:45:00 GMT-0400 (Eastern Daylight Time),424,
Mon Jun 25 2018 10:00:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 10:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 10:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 10:15:00 GMT-0400 (Eastern Daylight Time),575,
Mon Jun 25 2018 10:30:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 10:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 10:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 10:45:00 GMT-0400 (Eastern Daylight Time),1081,
Mon Jun 25 2018 11:00:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 11:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 11:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 11:15:00 GMT-0400 (Eastern Daylight Time),727,
Mon Jun 25 2018 11:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 11:30:00 GMT-0400 (Eastern Daylight Time),501,
Mon Jun 25 2018 11:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 11:45:00 GMT-0400 (Eastern Daylight Time),572,
Mon Jun 25 2018 12:00:00 GMT-0400 (Eastern Daylight Time),279,
Mon Jun 25 2018 12:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 12:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 12:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 12:30:00 GMT-0400 (Eastern Daylight Time),902,
Mon Jun 25 2018 12:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 12:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 12:45:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 13:00:00 GMT-0400 (Eastern Daylight Time),777,
Mon Jun 25 2018 13:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 13:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 13:15:00 GMT-0400 (Eastern Daylight Time),128,
Mon Jun 25 2018 13:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 13:30:00 GMT-0400 (Eastern Daylight Time),542,
Mon Jun 25 2018 13:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 13:45:00 GMT-0400 (Eastern Daylight Time),265,
Mon Jun 25 2018 14:00:00 GMT-0400 (Eastern Daylight Time),696,
Mon Jun 25 2018 14:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 14:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 14:15:00 GMT-0400 (Eastern Daylight Time),0,
Mon Jun 25 2018 14:30:00 GMT-0400 (Eastern Daylight Time),837,
Mon Jun 25 2018 14:30:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 14:45:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 14:45:00 GMT-0400 (Eastern Daylight Time),132,
Mon Jun 25 2018 15:00:00 GMT-0400 (Eastern Daylight Time),539,
Mon Jun 25 2018 15:00:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 15:15:00 GMT-0400 (Eastern Daylight Time),322.3301518857479,
Mon Jun 25 2018 15:15:00 GMT-0400 (Eastern Daylight Time),0,
